RiskPerformance,ExternalRiskEstimate,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever/DerogPubRec,NumTrades90Ever/DerogPubRec,PercentTradesNeverDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,PercentTradesWBalance
Good,79.0,5.0,170.0,7.0,1.0,0.0,63.0,8.0,1.0,25.0,1.0,1.0,8.0,2.0,60.0
Bad,60.0,2.0,75.0,11.0,3.0,2.0,56.0,16.0,1.0,25.0,0.0,0.0,28.0,5.0,78.0
Bad,72.0,2.0,70.0,27.0,0.0,0.0,100.0,31.0,1.0,13.0,1.0,1.0,36.0,6.0,67.0
Bad,67.0,3.0,75.0,14.0,0.0,0.0,93.0,14.0,1.0,29.0,3.0,3.0,103.0,3.0,100.0
Good,71.0,21.0,108.0,23.0,0.0,0.0,96.0,23.0,0.0,13.0,2.0,2.0,51.0,3.0,44.0
Bad,67.0,10.0,65.0,22.0,0.0,0.0,79.0,24.0,1.0,33.0,0.0,0.0,21.0,4.0,58.0
Good,88.0,10.0,85.0,9.0,0.0,0.0,100.0,9.0,1.0,0.0,0.0,0.0,1.0,3.0,50.0
Good,85.0,2.0,59.0,11.0,0.0,0.0,100.0,12.0,1.0,0.0,0.0,0.0,6.0,5.0,71.0
Bad,75.0,2.0,94.0,25.0,0.0,0.0,96.0,26.0,2.0,50.0,0.0,0.0,27.0,6.0,78.0
Good,90.0,15.0,105.0,18.0,0.0,0.0,100.0,18.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0
Good,84.0,5.0,68.0,21.0,0.0,0.0,100.0,21.0,2.0,24.0,0.0,0.0,4.0,2.0,33.0
Good,76.0,8.0,86.0,18.0,0.0,0.0,89.0,19.0,2.0,37.0,0.0,0.0,24.0,3.0,40.0
Bad,79.0,9.0,121.0,12.0,1.0,0.0,69.0,16.0,1.0,19.0,0.0,0.0,6.0,6.0,64.0
Bad,73.0,13.0,72.0,12.0,0.0,0.0,92.0,12.0,0.0,25.0,0.0,0.0,94.0,2.0,67.0
Bad,59.0,2.0,14.0,13.0,0.0,0.0,100.0,14.0,4.0,14.0,2.0,2.0,25.0,7.0,79.0
Bad,54.0,2.0,23.0,18.0,0.0,0.0,100.0,20.0,12.0,30.0,11.0,11.0,71.0,10.0,87.0
Bad,59.0,8.0,66.0,2.0,1.0,1.0,50.0,4.0,1.0,50.0,1.0,1.0,104.0,2.0,100.0
Good,68.0,10.0,158.0,13.0,0.0,0.0,100.0,14.0,1.0,14.0,2.0,2.0,65.0,8.0,89.0
Good,83.0,17.0,106.0,13.0,0.0,0.0,92.0,13.0,0.0,15.0,0.0,0.0,48.0,4.0,83.0
Good,66.0,1.0,44.0,13.0,0.0,0.0,94.0,16.0,6.0,38.0,1.0,1.0,40.0,4.0,80.0
Bad,66.0,4.0,75.0,10.0,1.0,1.0,100.0,10.0,1.0,30.0,2.0,2.0,95.0,2.0,100.0
Bad,76.0,3.0,53.0,28.0,0.0,0.0,100.0,29.0,4.0,64.0,2.0,2.0,1.0,3.0,82.0
Bad,66.0,1.0,93.0,21.0,1.0,0.0,79.0,24.0,1.0,8.0,2.0,2.0,26.0,5.0,38.0
Bad,59.0,62.0,161.0,5.0,1.0,0.0,63.0,8.0,0.0,50.0,1.0,1.0,87.0,2.0,100.0
Good,58.0,20.0,71.0,24.0,1.0,1.0,92.0,26.0,0.0,56.0,0.0,0.0,68.0,7.0,71.0
Good,80.0,16.0,154.0,17.0,0.0,0.0,100.0,18.0,0.0,12.0,2.0,2.0,25.0,2.0,44.0
Bad,58.0,15.0,74.0,11.0,2.0,0.0,53.0,15.0,0.0,27.0,0.0,0.0,85.0,4.0,78.0
Good,81.0,5.0,70.0,32.0,0.0,0.0,94.0,33.0,2.0,27.0,1.0,1.0,2.0,2.0,25.0
Good,63.0,12.0,44.0,21.0,1.0,0.0,95.0,22.0,0.0,14.0,1.0,1.0,54.0,11.0,80.0
Bad,74.0,18.0,101.0,10.0,1.0,1.0,91.0,11.0,0.0,36.0,0.0,0.0,70.0,2.0,75.0
Good,88.0,10.0,98.0,25.0,0.0,0.0,100.0,25.0,2.0,52.0,0.0,0.0,0.0,3.0,64.0
Bad,66.0,3.0,19.0,11.0,0.0,0.0,100.0,11.0,5.0,18.0,1.0,1.0,39.0,7.0,90.0
Good,65.0,3.0,66.0,11.0,3.0,3.0,92.0,12.0,4.0,17.0,1.0,1.0,65.0,3.0,63.0
Good,84.0,3.0,86.0,40.0,0.0,0.0,100.0,40.0,3.0,25.0,1.0,1.0,1.0,3.0,41.0
Bad,73.0,4.0,63.0,19.0,1.0,0.0,85.0,26.0,2.0,62.0,1.0,1.0,25.0,1.0,100.0
Good,66.0,19.0,108.0,9.0,1.0,0.0,70.0,10.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0
Good,79.0,2.0,36.0,18.0,1.0,1.0,95.0,21.0,4.0,50.0,3.0,3.0,1.0,2.0,50.0
Good,89.0,28.0,137.0,22.0,0.0,0.0,100.0,22.0,0.0,0.0,0.0,0.0,3.0,4.0,50.0
Bad,72.0,4.0,67.0,21.0,2.0,0.0,91.0,25.0,7.0,52.0,0.0,0.0,66.0,5.0,100.0
Good,76.0,3.0,69.0,14.0,0.0,0.0,86.0,14.0,3.0,36.0,2.0,2.0,31.0,3.0,83.0
Good,55.0,5.0,58.0,10.0,1.0,0.0,50.0,14.0,2.0,36.0,1.0,1.0,56.0,4.0,89.0
Bad,64.0,25.0,77.0,11.0,2.0,2.0,82.0,11.0,0.0,36.0,2.0,2.0,57.0,2.0,71.0
Bad,64.0,1.0,59.0,32.0,0.0,0.0,94.0,35.0,2.0,12.0,2.0,2.0,19.0,3.0,31.0
Good,61.0,12.0,91.0,18.0,2.0,1.0,89.0,22.0,0.0,20.0,0.0,0.0,35.0,6.0,82.0
Good,78.0,22.0,173.0,13.0,0.0,0.0,92.0,14.0,0.0,8.0,0.0,0.0,71.0,2.0,50.0
Good,74.0,1.0,35.0,15.0,0.0,0.0,100.0,16.0,4.0,50.0,0.0,0.0,47.0,4.0,88.0
Good,66.0,3.0,15.0,6.0,1.0,1.0,86.0,7.0,3.0,43.0,1.0,1.0,0.0,1.0,75.0
Good,81.0,1.0,74.0,13.0,0.0,0.0,93.0,14.0,1.0,29.0,3.0,3.0,11.0,2.0,60.0
Bad,58.0,45.0,178.0,5.0,8.0,7.0,29.0,14.0,0.0,43.0,1.0,1.0,55.0,1.0,100.0
Bad,61.0,5.0,70.0,7.0,4.0,2.0,42.0,13.0,1.0,50.0,0.0,0.0,0.0,0.0,75.0
Good,90.0,4.0,103.0,19.0,0.0,0.0,100.0,20.0,3.0,30.0,1.0,0.0,4.0,2.0,29.0
Good,87.0,2.0,93.0,17.0,0.0,0.0,100.0,18.0,4.0,17.0,1.0,1.0,7.0,5.0,50.0
Bad,69.0,6.0,57.0,10.0,1.0,1.0,67.0,14.0,2.0,42.0,1.0,1.0,73.0,3.0,100.0
Bad,59.0,4.0,64.0,27.0,0.0,0.0,90.0,32.0,2.0,47.0,0.0,0.0,101.0,3.0,100.0
Good,71.0,18.0,127.0,10.0,1.0,0.0,64.0,11.0,0.0,18.0,0.0,0.0,51.0,3.0,57.0
Bad,65.0,17.0,46.0,26.0,0.0,0.0,85.0,27.0,0.0,37.0,0.0,0.0,63.0,4.0,75.0
Bad,65.0,2.0,13.0,6.0,0.0,0.0,100.0,7.0,3.0,43.0,3.0,3.0,7.0,2.0,83.0
Bad,61.0,5.0,68.0,2.0,1.0,0.0,67.0,3.0,1.0,33.0,2.0,2.0,108.0,1.0,67.0
Bad,63.0,12.0,63.0,19.0,0.0,0.0,89.0,19.0,0.0,11.0,1.0,1.0,19.0,3.0,40.0
Bad,63.0,6.0,99.0,18.0,0.0,0.0,94.0,18.0,1.0,22.0,3.0,2.0,53.0,8.0,100.0
Bad,60.0,1.0,16.0,9.0,0.0,0.0,100.0,10.0,6.0,40.0,2.0,2.0,96.0,3.0,83.0
Bad,56.0,1.0,103.0,21.0,1.0,1.0,88.0,24.0,4.0,38.0,1.0,1.0,44.0,6.0,78.0
Good,56.0,4.0,93.0,20.0,1.0,0.0,83.0,25.0,1.0,39.0,0.0,0.0,88.0,9.0,93.0
Good,81.0,2.0,60.0,25.0,0.0,0.0,100.0,27.0,2.0,15.0,1.0,1.0,32.0,6.0,100.0
Bad,74.0,1.0,48.0,11.0,0.0,0.0,100.0,12.0,2.0,25.0,2.0,1.0,58.0,3.0,83.0
Good,91.0,62.0,188.0,11.0,0.0,0.0,100.0,11.0,0.0,18.0,0.0,0.0,5.0,3.0,67.0
Good,88.0,17.0,83.0,9.0,0.0,0.0,100.0,9.0,0.0,44.0,0.0,0.0,10.0,2.0,67.0
Bad,86.0,37.0,125.0,12.0,0.0,0.0,100.0,12.0,0.0,25.0,0.0,0.0,13.0,1.0,43.0
Bad,73.0,11.0,79.0,10.0,1.0,1.0,91.0,11.0,1.0,55.0,1.0,1.0,16.0,1.0,67.0
Good,84.0,7.0,62.0,19.0,0.0,0.0,100.0,21.0,1.0,32.0,2.0,2.0,13.0,4.0,50.0
Good,68.0,10.0,89.0,25.0,0.0,0.0,96.0,27.0,1.0,27.0,12.0,12.0,24.0,4.0,54.0
Bad,59.0,7.0,71.0,15.0,0.0,0.0,73.0,15.0,1.0,27.0,0.0,0.0,60.0,5.0,100.0
Good,90.0,20.0,94.0,38.0,0.0,0.0,100.0,38.0,0.0,11.0,0.0,0.0,5.0,1.0,12.0
Good,75.0,9.0,103.0,36.0,1.0,0.0,89.0,38.0,1.0,8.0,0.0,0.0,18.0,8.0,45.0
Bad,65.0,11.0,43.0,19.0,0.0,0.0,90.0,20.0,1.0,50.0,0.0,0.0,52.0,5.0,85.0
Bad,85.0,39.0,132.0,7.0,0.0,0.0,100.0,7.0,0.0,43.0,1.0,1.0,0.0,1.0,50.0
Bad,62.0,6.0,67.0,14.0,0.0,0.0,86.0,18.0,3.0,36.0,2.0,2.0,71.0,2.0,83.0
Good,59.0,36.0,102.0,4.0,4.0,1.0,33.0,9.0,0.0,33.0,0.0,0.0,110.0,1.0,100.0
Good,86.0,14.0,75.0,11.0,0.0,0.0,100.0,11.0,0.0,0.0,2.0,2.0,1.0,1.0,11.0
Bad,63.0,4.0,111.0,34.0,0.0,0.0,97.0,35.0,1.0,6.0,0.0,0.0,83.0,18.0,91.0
Good,85.0,2.0,83.0,15.0,0.0,0.0,100.0,17.0,1.0,18.0,1.0,1.0,5.0,2.0,25.0
Good,79.0,16.0,112.0,21.0,0.0,0.0,100.0,22.0,0.0,19.0,0.0,0.0,25.0,7.0,64.0
Bad,61.0,4.0,61.0,5.0,1.0,1.0,75.0,8.0,1.0,38.0,2.0,2.0,90.0,1.0,100.0
Good,56.0,14.0,101.0,29.0,1.0,1.0,60.0,31.0,0.0,23.0,2.0,2.0,93.0,9.0,100.0
Good,63.0,3.0,90.0,18.0,4.0,3.0,95.0,19.0,2.0,32.0,2.0,2.0,60.0,6.0,82.0
Good,75.0,10.0,84.0,19.0,0.0,0.0,100.0,19.0,1.0,16.0,0.0,0.0,33.0,3.0,75.0
Bad,82.0,1.0,90.0,26.0,0.0,0.0,96.0,28.0,3.0,14.0,2.0,2.0,1.0,5.0,45.0
Bad,54.0,3.0,99.0,44.0,0.0,0.0,84.0,44.0,4.0,45.0,2.0,2.0,72.0,10.0,64.0
Good,73.0,11.0,66.0,23.0,0.0,0.0,92.0,24.0,1.0,33.0,0.0,0.0,0.0,1.0,80.0
Bad,69.0,2.0,88.0,23.0,0.0,0.0,84.0,26.0,6.0,24.0,2.0,1.0,16.0,2.0,38.0
Good,82.0,4.0,68.0,25.0,0.0,0.0,100.0,25.0,1.0,8.0,0.0,0.0,6.0,4.0,38.0
Good,83.0,23.0,161.0,9.0,0.0,0.0,100.0,9.0,0.0,11.0,0.0,0.0,35.0,5.0,86.0
Bad,71.0,4.0,25.0,16.0,0.0,0.0,100.0,16.0,2.0,56.0,0.0,0.0,46.0,5.0,100.0
Bad,62.0,21.0,124.0,10.0,2.0,2.0,64.0,14.0,0.0,36.0,0.0,0.0,38.0,3.0,86.0
Bad,65.0,2.0,133.0,30.0,1.0,0.0,88.0,34.0,1.0,47.0,0.0,0.0,30.0,7.0,100.0
Good,73.0,3.0,62.0,22.0,2.0,2.0,96.0,23.0,5.0,39.0,1.0,1.0,10.0,4.0,69.0
Good,80.0,8.0,67.0,35.0,0.0,0.0,97.0,35.0,2.0,29.0,3.0,3.0,5.0,4.0,54.0
Good,68.0,2.0,94.0,26.0,0.0,0.0,96.0,28.0,2.0,57.0,3.0,3.0,85.0,3.0,90.0
Bad,64.0,3.0,107.0,31.0,0.0,0.0,94.0,32.0,2.0,25.0,1.0,1.0,23.0,10.0,67.0
Bad,66.0,2.0,83.0,19.0,4.0,1.0,78.0,27.0,2.0,59.0,1.0,1.0,61.0,2.0,67.0
Good,59.0,10.0,23.0,21.0,0.0,0.0,100.0,22.0,2.0,43.0,3.0,2.0,52.0,5.0,75.0
Good,87.0,2.0,127.0,15.0,0.0,0.0,100.0,17.0,1.0,59.0,0.0,0.0,13.0,2.0,80.0
Good,78.0,4.0,80.0,12.0,1.0,1.0,100.0,12.0,2.0,8.0,1.0,1.0,3.0,3.0,57.0
Bad,63.0,5.0,81.0,17.0,1.0,0.0,70.0,20.0,1.0,45.0,0.0,0.0,80.0,4.0,100.0
Bad,73.0,5.0,44.0,15.0,0.0,0.0,100.0,15.0,1.0,67.0,0.0,0.0,68.0,3.0,100.0
Good,89.0,26.0,139.0,9.0,0.0,0.0,100.0,9.0,0.0,11.0,1.0,1.0,1.0,2.0,40.0
Good,65.0,7.0,67.0,12.0,1.0,0.0,60.0,15.0,2.0,40.0,0.0,0.0,71.0,3.0,71.0
Bad,70.0,9.0,163.0,17.0,2.0,2.0,74.0,19.0,2.0,11.0,1.0,1.0,6.0,2.0,36.0
Good,65.0,5.0,72.0,12.0,2.0,2.0,79.0,14.0,2.0,36.0,0.0,0.0,58.0,5.0,60.0
Bad,67.0,2.0,53.0,19.0,2.0,2.0,91.0,22.0,1.0,73.0,2.0,2.0,77.0,3.0,89.0
Good,84.0,21.0,109.0,28.0,0.0,0.0,100.0,28.0,0.0,25.0,0.0,0.0,10.0,4.0,37.0
Bad,61.0,3.0,29.0,32.0,0.0,0.0,100.0,33.0,12.0,28.0,2.0,2.0,36.0,8.0,54.0
Good,85.0,2.0,92.0,24.0,0.0,0.0,100.0,25.0,1.0,44.0,1.0,1.0,3.0,3.0,64.0
Good,70.0,3.0,43.0,17.0,0.0,0.0,100.0,17.0,2.0,35.0,3.0,3.0,36.0,2.0,75.0
Good,79.0,12.0,82.0,41.0,0.0,0.0,100.0,43.0,0.0,12.0,0.0,0.0,8.0,18.0,69.0
Bad,77.0,8.0,137.0,10.0,0.0,0.0,100.0,10.0,1.0,0.0,3.0,3.0,49.0,4.0,50.0
Good,70.0,8.0,145.0,17.0,3.0,2.0,80.0,20.0,1.0,20.0,0.0,0.0,46.0,5.0,100.0
Good,64.0,2.0,60.0,22.0,0.0,0.0,91.0,23.0,3.0,13.0,3.0,3.0,74.0,7.0,91.0
Good,91.0,34.0,164.0,15.0,0.0,0.0,100.0,15.0,0.0,20.0,1.0,1.0,1.0,2.0,30.0
Good,73.0,9.0,94.0,31.0,1.0,1.0,100.0,31.0,1.0,19.0,5.0,5.0,3.0,6.0,57.0
Good,77.0,1.0,55.0,13.0,0.0,0.0,93.0,15.0,4.0,47.0,4.0,4.0,0.0,2.0,71.0
Bad,80.0,9.0,105.0,13.0,0.0,0.0,85.0,13.0,1.0,8.0,0.0,0.0,3.0,2.0,27.0
Bad,66.0,14.0,151.0,22.0,1.0,1.0,100.0,22.0,0.0,18.0,1.0,1.0,69.0,10.0,71.0
Bad,57.0,3.0,63.0,23.0,2.0,0.0,80.0,25.0,3.0,64.0,3.0,3.0,44.0,5.0,86.0
Bad,55.0,15.0,56.0,6.0,2.0,0.0,40.0,10.0,0.0,20.0,2.0,2.0,38.0,4.0,67.0
Good,85.0,25.0,120.0,28.0,0.0,0.0,100.0,28.0,0.0,89.0,1.0,1.0,0.0,0.0,88.0
Good,76.0,3.0,75.0,30.0,0.0,0.0,100.0,30.0,3.0,10.0,0.0,0.0,22.0,9.0,47.0
Bad,58.0,3.0,62.0,24.0,1.0,1.0,80.0,25.0,1.0,24.0,1.0,1.0,0.0,0.0,33.0
Good,79.0,5.0,92.0,18.0,0.0,0.0,100.0,18.0,1.0,28.0,0.0,0.0,15.0,3.0,75.0
Good,87.0,84.0,109.0,9.0,0.0,0.0,100.0,9.0,0.0,33.0,0.0,0.0,28.0,3.0,67.0
Good,74.0,2.0,75.0,30.0,0.0,0.0,100.0,31.0,4.0,29.0,5.0,5.0,37.0,6.0,69.0
Bad,69.0,9.0,117.0,25.0,0.0,0.0,100.0,25.0,1.0,40.0,1.0,1.0,87.0,8.0,85.0
Good,74.0,3.0,44.0,24.0,0.0,0.0,92.0,25.0,5.0,21.0,1.0,1.0,0.0,3.0,53.0
Good,84.0,5.0,65.0,28.0,0.0,0.0,100.0,29.0,1.0,25.0,0.0,0.0,4.0,3.0,56.0
Good,71.0,17.0,123.0,28.0,1.0,0.0,72.0,25.0,0.0,23.0,0.0,0.0,13.0,12.0,81.0
Bad,62.0,9.0,42.0,10.0,2.0,1.0,83.0,12.0,2.0,33.0,1.0,1.0,14.0,4.0,63.0
Bad,62.0,9.0,42.0,10.0,2.0,1.0,83.0,12.0,2.0,33.0,1.0,1.0,14.0,4.0,63.0
Bad,71.0,7.0,55.0,17.0,0.0,0.0,89.0,38.0,4.0,68.0,0.0,0.0,23.0,3.0,100.0
Good,85.0,4.0,139.0,11.0,0.0,0.0,100.0,11.0,2.0,18.0,1.0,1.0,21.0,3.0,50.0
Good,87.0,1.0,65.0,14.0,0.0,0.0,100.0,15.0,2.0,33.0,1.0,1.0,5.0,3.0,50.0
Good,81.0,13.0,114.0,15.0,0.0,0.0,87.0,15.0,0.0,0.0,1.0,1.0,8.0,1.0,17.0
Good,78.0,2.0,70.0,15.0,0.0,0.0,94.0,17.0,4.0,18.0,1.0,1.0,10.0,4.0,38.0
Good,81.0,9.0,93.0,27.0,0.0,0.0,89.0,29.0,1.0,19.0,2.0,2.0,16.0,4.0,47.0
Good,75.0,12.0,88.0,16.0,1.0,1.0,83.0,18.0,0.0,33.0,0.0,0.0,13.0,3.0,60.0
Bad,60.0,5.0,53.0,23.0,0.0,0.0,75.0,24.0,6.0,29.0,2.0,2.0,35.0,3.0,55.0
Bad,70.0,7.0,37.0,12.0,0.0,0.0,100.0,12.0,1.0,33.0,0.0,0.0,74.0,6.0,100.0
Bad,80.0,9.0,52.0,12.0,0.0,0.0,100.0,12.0,2.0,8.0,1.0,1.0,10.0,1.0,14.0
Good,83.0,12.0,87.0,11.0,0.0,0.0,100.0,12.0,0.0,45.0,0.0,0.0,58.0,3.0,83.0
Bad,72.0,2.0,89.0,32.0,1.0,0.0,91.0,35.0,2.0,23.0,1.0,1.0,26.0,5.0,56.0
Good,83.0,6.0,65.0,9.0,0.0,0.0,100.0,10.0,2.0,44.0,1.0,1.0,7.0,2.0,71.0
Good,74.0,22.0,121.0,17.0,1.0,0.0,67.0,21.0,0.0,38.0,1.0,1.0,27.0,5.0,80.0
Good,93.0,24.0,99.0,19.0,0.0,0.0,100.0,19.0,0.0,11.0,0.0,0.0,1.0,1.0,17.0
Good,56.0,1.0,82.0,27.0,0.0,0.0,83.0,29.0,2.0,24.0,1.0,1.0,77.0,8.0,86.0
Bad,58.0,17.0,81.0,40.0,1.0,0.0,88.0,42.0,0.0,54.0,3.0,1.0,54.0,3.0,67.0
Good,78.0,15.0,113.0,26.0,0.0,0.0,100.0,26.0,0.0,35.0,1.0,1.0,24.0,3.0,62.0
Good,74.0,11.0,85.0,10.0,0.0,0.0,100.0,10.0,1.0,50.0,1.0,1.0,93.0,2.0,100.0
Bad,56.0,4.0,59.0,57.0,0.0,0.0,93.0,59.0,5.0,22.0,2.0,2.0,33.0,17.0,51.0
Bad,85.0,10.0,57.0,7.0,0.0,0.0,100.0,8.0,1.0,14.0,1.0,1.0,1.0,2.0,50.0
Bad,86.0,17.0,112.0,22.0,0.0,0.0,95.0,23.0,0.0,35.0,0.0,0.0,0.0,0.0,33.0
Good,91.0,29.0,123.0,17.0,0.0,0.0,100.0,19.0,0.0,32.0,0.0,0.0,1.0,4.0,63.0
Good,91.0,9.0,140.0,7.0,0.0,0.0,100.0,7.0,1.0,29.0,0.0,0.0,11.0,2.0,60.0
Bad,62.0,4.0,100.0,23.0,3.0,2.0,75.0,28.0,3.0,29.0,1.0,1.0,63.0,8.0,73.0
Good,74.0,3.0,90.0,40.0,0.0,0.0,100.0,41.0,4.0,25.0,0.0,0.0,22.0,6.0,64.0
Good,81.0,7.0,64.0,13.0,0.0,0.0,93.0,14.0,3.0,14.0,0.0,0.0,11.0,2.0,67.0
Good,87.0,14.0,72.0,13.0,0.0,0.0,100.0,13.0,0.0,46.0,0.0,0.0,0.0,0.0,40.0
Bad,77.0,11.0,64.0,11.0,1.0,1.0,92.0,14.0,1.0,17.0,1.0,1.0,7.0,2.0,75.0
Bad,77.0,7.0,76.0,31.0,0.0,0.0,100.0,31.0,5.0,35.0,3.0,3.0,0.0,0.0,33.0
Good,80.0,3.0,65.0,19.0,0.0,0.0,100.0,19.0,2.0,42.0,1.0,1.0,18.0,2.0,83.0
Good,68.0,6.0,76.0,42.0,0.0,0.0,98.0,42.0,1.0,26.0,2.0,1.0,84.0,5.0,70.0
Good,84.0,4.0,121.0,15.0,0.0,0.0,100.0,15.0,1.0,13.0,2.0,2.0,26.0,4.0,56.0
Good,85.0,24.0,151.0,16.0,0.0,0.0,94.0,16.0,0.0,13.0,0.0,0.0,2.0,1.0,29.0
Good,65.0,8.0,65.0,8.0,0.0,0.0,88.0,8.0,1.0,13.0,2.0,2.0,91.0,2.0,75.0
Bad,69.0,2.0,54.0,23.0,1.0,1.0,88.0,26.0,6.0,50.0,3.0,2.0,27.0,1.0,57.0
Good,71.0,1.0,55.0,14.0,1.0,1.0,88.0,17.0,4.0,63.0,3.0,3.0,37.0,2.0,63.0
Good,74.0,7.0,84.0,27.0,0.0,0.0,96.0,28.0,2.0,33.0,0.0,0.0,8.0,6.0,64.0
Good,84.0,5.0,74.0,22.0,0.0,0.0,100.0,24.0,2.0,14.0,1.0,1.0,36.0,1.0,30.0
Good,80.0,10.0,77.0,31.0,0.0,0.0,100.0,31.0,2.0,16.0,1.0,1.0,19.0,2.0,40.0
Good,79.0,31.0,86.0,4.0,0.0,0.0,100.0,4.0,0.0,25.0,0.0,0.0,71.0,3.0,100.0
Bad,59.0,2.0,92.0,10.0,0.0,0.0,69.0,13.0,1.0,62.0,0.0,0.0,94.0,3.0,80.0
Bad,63.0,5.0,113.0,10.0,0.0,0.0,90.0,10.0,1.0,20.0,0.0,0.0,97.0,5.0,86.0
Good,69.0,5.0,95.0,25.0,2.0,2.0,93.0,27.0,1.0,26.0,0.0,0.0,0.0,2.0,36.0
Bad,63.0,5.0,81.0,28.0,2.0,2.0,91.0,37.0,3.0,27.0,0.0,0.0,54.0,14.0,82.0
Good,68.0,5.0,60.0,13.0,1.0,1.0,100.0,14.0,1.0,50.0,0.0,0.0,78.0,2.0,100.0
Good,70.0,3.0,81.0,54.0,0.0,0.0,98.0,56.0,3.0,16.0,0.0,0.0,22.0,9.0,55.0
Good,63.0,2.0,43.0,28.0,0.0,0.0,90.0,29.0,8.0,62.0,6.0,6.0,0.0,0.0,60.0
Good,62.0,2.0,68.0,27.0,7.0,5.0,79.0,33.0,4.0,24.0,3.0,3.0,4.0,1.0,32.0
Good,86.0,1.0,85.0,14.0,1.0,0.0,94.0,16.0,1.0,25.0,1.0,1.0,1.0,1.0,38.0
Bad,57.0,5.0,109.0,29.0,0.0,0.0,97.0,29.0,1.0,28.0,0.0,0.0,67.0,9.0,76.0
Good,83.0,9.0,64.0,27.0,0.0,0.0,100.0,28.0,1.0,32.0,2.0,2.0,13.0,2.0,40.0
Good,73.0,4.0,83.0,31.0,0.0,0.0,100.0,32.0,2.0,42.0,1.0,0.0,37.0,2.0,75.0
Bad,74.0,17.0,111.0,17.0,0.0,0.0,53.0,20.0,0.0,30.0,1.0,1.0,6.0,3.0,43.0
Bad,65.0,2.0,25.0,7.0,1.0,1.0,100.0,8.0,3.0,50.0,12.0,12.0,35.0,2.0,80.0
Bad,59.0,2.0,62.0,17.0,2.0,0.0,80.0,20.0,4.0,20.0,0.0,0.0,69.0,9.0,85.0
Good,75.0,6.0,111.0,10.0,0.0,0.0,100.0,10.0,1.0,40.0,0.0,0.0,96.0,4.0,100.0
Good,70.0,8.0,77.0,26.0,0.0,0.0,92.0,27.0,1.0,35.0,0.0,0.0,55.0,5.0,58.0
Bad,61.0,1.0,41.0,29.0,0.0,0.0,100.0,31.0,4.0,20.0,9.0,8.0,39.0,10.0,71.0
Bad,56.0,4.0,53.0,35.0,0.0,0.0,94.0,36.0,7.0,20.0,2.0,1.0,59.0,11.0,75.0
Good,91.0,20.0,207.0,9.0,0.0,0.0,100.0,9.0,0.0,11.0,1.0,1.0,1.0,4.0,80.0
Bad,66.0,1.0,4.0,1.0,0.0,0.0,100.0,3.0,3.0,33.0,4.0,4.0,45.0,1.0,67.0
Good,77.0,1.0,59.0,41.0,0.0,0.0,100.0,43.0,6.0,9.0,3.0,3.0,3.0,8.0,33.0
Good,85.0,10.0,104.0,23.0,0.0,0.0,100.0,23.0,1.0,26.0,1.0,0.0,3.0,3.0,50.0
Good,88.0,13.0,122.0,26.0,0.0,0.0,100.0,26.0,0.0,0.0,0.0,0.0,9.0,4.0,20.0
Good,72.0,9.0,72.0,25.0,1.0,0.0,88.0,27.0,1.0,52.0,0.0,0.0,82.0,2.0,71.0
Bad,70.0,6.0,112.0,25.0,0.0,0.0,100.0,25.0,1.0,28.0,1.0,1.0,86.0,9.0,92.0
Bad,77.0,7.0,56.0,24.0,0.0,0.0,96.0,24.0,2.0,8.0,0.0,0.0,33.0,2.0,33.0
Good,85.0,5.0,80.0,45.0,0.0,0.0,98.0,48.0,3.0,17.0,1.0,1.0,3.0,2.0,20.0
Good,88.0,21.0,115.0,13.0,0.0,0.0,100.0,13.0,0.0,23.0,0.0,0.0,0.0,1.0,60.0
Bad,68.0,1.0,62.0,26.0,1.0,1.0,93.0,28.0,1.0,11.0,2.0,0.0,39.0,5.0,50.0
Good,82.0,3.0,107.0,44.0,0.0,0.0,100.0,44.0,4.0,34.0,1.0,1.0,6.0,6.0,60.0
Good,71.0,10.0,113.0,32.0,1.0,1.0,100.0,32.0,1.0,34.0,1.0,1.0,23.0,5.0,59.0
Bad,76.0,9.0,58.0,15.0,0.0,0.0,69.0,16.0,1.0,44.0,1.0,1.0,2.0,2.0,75.0
Bad,68.0,1.0,131.0,10.0,7.0,2.0,50.0,20.0,1.0,40.0,2.0,2.0,27.0,2.0,50.0
Good,78.0,1.0,115.0,24.0,0.0,0.0,100.0,25.0,3.0,44.0,1.0,1.0,17.0,4.0,64.0
Good,85.0,26.0,89.0,14.0,0.0,0.0,100.0,15.0,0.0,33.0,0.0,0.0,25.0,2.0,50.0
Good,74.0,4.0,87.0,29.0,0.0,0.0,100.0,29.0,3.0,41.0,0.0,0.0,31.0,6.0,73.0
Bad,64.0,2.0,55.0,15.0,0.0,0.0,75.0,16.0,1.0,31.0,0.0,0.0,53.0,2.0,50.0
Bad,70.0,16.0,93.0,16.0,0.0,0.0,94.0,16.0,0.0,44.0,1.0,1.0,70.0,4.0,80.0
